,Action Observation,Acupuncture,Age,Anti-Saccades,Braille Reading,Breath-Holding,CIAS,Chewing/Swallowing,Classical Conditioning,Counting/Calculation,Cued Explicit Recognition,Deception Task,Deductive Reasoning,Delay Discounting Task,Delayed Match To Sample,Divided Auditory Attention,Drawing,Eating/Drinking,Encoding,Episodic Recall,Face Monitor/Discrimination,Film Viewing,Finger Tapping,Fixation,Flanker Task,Flashing Checkerboard,Flexion/Extension,Free Word List Recall,Go/No-Go,Grasping,Imagined Movement,Imagined Objects/Scenes,Isometric Force,Mental Rotation,Micturition Task,Music Comprehension/Production,Naming (Covert),Naming (Overt),Non-Painful Electrical Stimulation,Non-Painful Thermal Stimulation,Oddball Discrimination,Olfactory Monitor/Discrimination,Orthographic Discrimination,Pain Monitor/Discrimination,PainLevel,Paired Associate Recall,Passive Listening,Passive Viewing,Phonological Discrimination,Pitch Monitor/Discrimination,Pointing,Posner Task,Reading (Covert),Reading (Overt),Recitation/Repetition (Covert),Recitation/Repetition (Overt),Rest,Reward Task,Saccades,Semantic Monitor/Discrimination,Sequence Recall/Learning,Sex,Simon Task,Sleep,Spatial/Location Discrimination,Sternberg Task,Stroop Task,SubjectID,Subjective Emotional Picture Discrimination,Syntactic Discrimination,Tactile Monitor/Discrimination,Task Switching,Theory of Mind Task,Tone Monitor/Discrimination,Tower of London,Transcranial Magnetic Stimulation,Vibrotactile Monitor/Discrimination,Video Games,Visual Distractor/Visual Attention,Visual Pursuit/Tracking,Whistling,Wisconsin Card Sorting Test,Word Generation (Covert),Word Generation (Overt),Word Stem Completion (Covert),Word Stem Completion (Overt),Writing,add_date,analysis_level,brain_coverage,brainpedia_labels,brainpedia_study,cognitive_contrast_cogatlas,cognitive_contrast_cogatlas_id,cognitive_paradigm_cogatlas,cognitive_paradigm_cogatlas_id,cognitive_paradigm_description_url,collection,collection_id,contrast_definition,contrast_definition_cogatlas,custom_prop,data,description,figure,file,file_size,id,image_type,is_thresholded,is_valid,label_description_file,map_type,modality,modify_date,n-back,name,nidm_results,nidm_results_ttl,not_mni,number_of_subjects,perc_bad_voxels,perc_voxels_outside,random_property_1,random_property_2,reduced_representation,smoothness_fwhm,statistic_parameters,task,thumbnail,type,url
1689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-08T14:57:19.141226Z,group,88.4183943663,,,accuracy of recognition minus accuracy of source identification,cnt_4dfa94d49dc90,source memory test,tsk_4a57abb949dd6,,http://neurovault.org/collections/1438/,1438,,,,,"Short time Source memory retrieval

Source v. Item retrieval",,http://neurovault.org/media/images/1438/MNI152.TEST.SnS-v-I.nii.gz,848704,23257,statistic_map,False,True,,univariate-beta map,fMRI-BOLD,2016-06-08T14:57:22.353544Z,,Short time Source memory retrieval,,,False,108.0,74.9352170161,10.705792912,,,http://neurovault.org/media/images/1438/transform_4mm_23257.npy,8.0,106.0,,http://neurovault.org/media/images/1438/glass_brain_23257.jpg,,http://neurovault.org/images/23257/
1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-22T22:15:38.049302Z,,75.307186579,,,accuracy of participant minus average accuracy of controls,cnt_4e03b8c2457b4,naming (overt),trm_4c8990e187dc7,,http://neurovault.org/collections/1207/,1207,,,,,,,http://neurovault.org/media/images/1207/Naming_Orthographic_2.nii.gz,200957,16299,statistic_map,False,True,,T map,fMRI-BOLD,2016-02-22T22:16:19.471450Z,,Naming,,,False,,67.1282732398,1.31117669195,,,http://neurovault.org/media/images/1207/transform_4mm_16299.npy,,,,http://neurovault.org/media/images/1207/glass_brain_16299.jpg,,http://neurovault.org/images/16299/
1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-19T23:16:49.064725Z,group,1.98132902667,,,go last scan training run,cnt_5542754960e93,cue approach task,trm_553e77e53497d,,http://neurovault.org/collections/1546/,1546,value level modulation,,,,,Figure 6,http://neurovault.org/media/images/1546/Bakkour_NI_Fig6_map.nii.gz,66449,24109,statistic_map,True,True,,Z map,fMRI-BOLD,2016-07-19T23:16:50.647025Z,,Bakkour Neuroimage 2016 Figure 6,,,False,32.0,99.4979111019,0.110326566637,,,,,,,http://neurovault.org/media/images/1546/glass_brain_24109.jpg,,http://neurovault.org/images/24109/
1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-25T06:48:54.042888Z,,84.6996975308,,,d&#39; (difference between correct identifications and false alarms),cnt_4e00fd3de3b0a,visual attention task,trm_4c8a84f20dde2,,http://neurovault.org/collections/1127/,1127,,,,,,,http://neurovault.org/media/images/1127/spmT_0001.nii.gz,759188,15501,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:40:36.313930Z,,Gokulraj,,,False,,67.8186558755,1.09031242333,,,http://neurovault.org/media/images/1127/transform_4mm_15501.npy,,,,http://neurovault.org/media/images/1127/glass_brain_15501.jpg,,http://neurovault.org/images/15501/
1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-24T10:28:00.200421Z,,84.8775639369,,,active versus sham,cnt_4e495afedc2df,acupuncture task,trm_4c8989e1f3df7,,http://neurovault.org/collections/1033/,1033,,,,,,,http://neurovault.org/media/images/1033/spmT_0001_1.nii.gz,751235,16301,statistic_map,False,True,,T map,fMRI-BOLD,2016-02-24T10:28:03.163733Z,,temp,,,False,,62.1089861661,1.52037771561,,,http://neurovault.org/media/images/1033/transform_4mm_16301.npy,,,,http://neurovault.org/media/images/1033/glass_brain_16301.jpg,,http://neurovault.org/images/16301/
1784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-19T23:24:29.538863Z,group,0.103727629627,,,go last scan training run,cnt_5542754960e93,cue approach task,trm_553e77e53497d,,http://neurovault.org/collections/1546/,1546,Low value Go choice minus Low value NoGo choice at probe,,,,This map is small volume corrected for an extensive map of the ventromedial prefrontal cortex. The same mask was used in Schonberg et al. 2014,7,http://neurovault.org/media/images/1546/Bakkour_NI_Fig7_map.nii.gz,49701,24110,statistic_map,True,True,,Z map,fMRI-BOLD,2016-07-19T23:24:31.244580Z,,Bakkour Neuroimage 2016 Figure 7,,,False,22.0,99.9737433652,0.0,,,,,,,http://neurovault.org/media/images/1546/glass_brain_24110.jpg,,http://neurovault.org/images/24110/
1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-24T11:06:53.321616Z,,84.8775639369,,,active versus sham,cnt_4e495afedc2df,acupuncture task,trm_4c8989e1f3df7,,http://neurovault.org/collections/1033/,1033,,,,,,,http://neurovault.org/media/images/1033/spmT_0015_1.nii.gz,746471,16302,statistic_map,False,True,,T map,fMRI-BOLD,2016-02-24T11:06:56.289890Z,,temp,,,False,,62.1089861661,1.52037771561,,,http://neurovault.org/media/images/1033/transform_4mm_16302.npy,,,,http://neurovault.org/media/images/1033/glass_brain_16302.jpg,,http://neurovault.org/images/16302/
1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-07-19T23:29:18.466422Z,group,0.849516156563,,,go last scan training run,cnt_5542754960e93,cue approach task,trm_553e77e53497d,,http://neurovault.org/collections/1546/,1546,(Run 6 Go choice minus Run 6 NoGo choice) minus (Run 1 Go choice minus Run 1 NoGo choice),,,,,8,http://neurovault.org/media/images/1546/Bakkour_NI_Fig8_map.nii.gz,52633,24111,statistic_map,True,True,,Z map,fMRI-BOLD,2016-07-19T23:29:20.046633Z,,Bakkour Neuroimage 2016 Figure 8,,,False,27.0,99.7788681729,2.75551102204,,,,,,,http://neurovault.org/media/images/1546/glass_brain_24111.jpg,,http://neurovault.org/images/24111/
1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-25T07:00:22.140885Z,,84.6996975308,,,2-back,cnt_4e08f563a47ed,letter n-back task,tsk_4a57abb949b1c,,http://neurovault.org/collections/1127/,1127,,,,,,,http://neurovault.org/media/images/1127/spmT_0001_2.nii.gz,759188,15503,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:40:36.758680Z,,Gokulraj,,,False,,67.8186558755,1.09031242333,,,http://neurovault.org/media/images/1127/transform_4mm_15503.npy,,,,http://neurovault.org/media/images/1127/glass_brain_15503.jpg,,http://neurovault.org/images/15503/
1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-27T11:47:30.646104Z,,87.7003147256,,,d&#39; (difference between correct identifications and false alarms),cnt_4e00fd3de3b0a,visual attention task,trm_4c8a84f20dde2,,http://neurovault.org/collections/1127/,1127,,,,,,,http://neurovault.org/media/images/1127/spmT_0001_3.nii.gz,786143,15519,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:40:36.792723Z,,Gokulraj,,,False,,66.6390307696,1.20757582482,,,http://neurovault.org/media/images/1127/transform_4mm_15519.npy,,,,http://neurovault.org/media/images/1127/glass_brain_15519.jpg,,http://neurovault.org/images/15519/
1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-06-28T13:59:30.303049Z,single-subject,96.1401942376,,,word structure subtest,cnt_4de6d2747197f,Clinical Evaluation of Language Fundamentals-3,tsk_4a57abb9499a8,,http://neurovault.org/collections/1193/,1193,,,,,,,http://neurovault.org/media/images/1193/melodic_IC_sic_ic0_z.nii.gz,500012,23648,statistic_map,False,True,,T map,fMRI-BOLD,2016-06-28T13:59:32.000633Z,,test3,,,False,,71.4396501774,14.7908795395,,,,,,,http://neurovault.org/media/images/1193/glass_brain_23648.jpg,,http://neurovault.org/images/23648/
1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-24T13:01:51.065743Z,,84.8775639369,,,0-back,cnt_55314b6d8b510,directed forgetting task,trm_4da87f383435b,,http://neurovault.org/collections/1098/,1098,,,,,rest,,http://neurovault.org/media/images/1098/spmT_0001_3.nii.gz,746780,16303,statistic_map,False,True,,T map,fMRI-BOLD,2016-02-24T13:01:53.637313Z,,resting,,,False,,62.1089861661,1.52037771561,,,http://neurovault.org/media/images/1098/transform_4mm_16303.npy,,,,http://neurovault.org/media/images/1098/glass_brain_16303.jpg,,http://neurovault.org/images/16303/
1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-27T11:51:30.547764Z,,87.7003147256,,,d&#39; (difference between correct identifications and false alarms),cnt_4e00fd3de3b0a,visual attention task,trm_4c8a84f20dde2,,http://neurovault.org/collections/1127/,1127,,,,,,,http://neurovault.org/media/images/1127/spmT_0001_5.nii.gz,782686,15521,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:40:37.891064Z,,Gokulraj,,,False,,66.6390307696,1.20757582482,,,http://neurovault.org/media/images/1127/transform_4mm_15521.npy,,,,http://neurovault.org/media/images/1127/glass_brain_15521.jpg,,http://neurovault.org/images/15521/
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-25T03:40:09.611214Z,,72.9084725713,,,d&#39; (difference between correct identifications and false alarms),cnt_4df92bccc5ae1,recognition memory test,tsk_4a57abb949d40,,http://neurovault.org/collections/1296/,1296,,,,,Recog (Face > Scene),,http://neurovault.org/media/images/1296/spmT_0001.nii.gz,196623,18910,statistic_map,False,True,,T map,fMRI-BOLD,2016-04-25T03:40:12.187896Z,,Source (Face > Scene),,,False,,71.3905591264,0.736803961831,,,http://neurovault.org/media/images/1296/transform_4mm_18910.npy,,,,http://neurovault.org/media/images/1296/glass_brain_18910.jpg,,http://neurovault.org/images/18910/
2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:44.381628Z,,0.00739316871211,,,angular distance between test view and study view,cnt_501715cead551,scene recognition task,trm_4da6327154fd4,,http://neurovault.org/collections/1048/,1048,,,,,,,http://neurovault.org/media/images/1048/test.nii.gz,3624,14333,statistic_map,True,True,,T map,fMRI-BOLD,2016-01-27T21:40:50.015319Z,,another faux,,,False,,99.9971202801,0.0,,,,,,,http://neurovault.org/media/images/1048/glass_brain_14333.jpg,,http://neurovault.org/images/14333/
2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-05T09:04:36.951578Z,,64.0210909156,,,Segmented blocks,cnt_4b82d27f31194,block design test,trm_4b7497a289534,,http://neurovault.org/collections/1071/,1071,,,,,,,http://neurovault.org/media/images/1071/cropped_raw_tMap_testSearchlight_Game_Com_.nii.gz,570766,15800,statistic_map,False,True,,T map,fMRI-BOLD,2016-02-05T09:04:39.684599Z,,a,,,False,,71.6387114473,0.75998866926,,,http://neurovault.org/media/images/1071/transform_4mm_15800.npy,,,,http://neurovault.org/media/images/1071/glass_brain_15800.jpg,,http://neurovault.org/images/15800/
2245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-02-05T13:48:12.545852Z,,0.0,,,Segmented blocks,cnt_4b82d27f31194,block design test,trm_4b7497a289534,,http://neurovault.org/collections/1071/,1071,,,,,,,http://neurovault.org/media/images/1071/test_testSearchlight_Game_EU__1.nii.gz,37840,15821,statistic_map,True,True,,T map,fMRI-BOLD,2016-02-05T13:48:14.911904Z,,a,,,True,,97.9215159274,100.0,,,,,,,http://neurovault.org/media/images/1071/glass_brain_15821.jpg,,http://neurovault.org/images/15821/
2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-07T21:58:27.877878Z,,97.8278870324,,,Segmented blocks,cnt_4b82d27f31194,block design test,trm_4b7497a289534,,http://neurovault.org/collections/1281/,1281,,,,,,,http://neurovault.org/media/images/1281/spmT_0001.nii.gz,303472,18606,statistic_map,False,True,,T map,fMRI-BOLD,2016-04-07T21:58:30.457512Z,,Spiritual Experiences,,,False,,53.9262100583,17.2956485868,,,http://neurovault.org/media/images/1281/transform_4mm_18606.npy,,,,http://neurovault.org/media/images/1281/glass_brain_18606.jpg,,http://neurovault.org/images/18606/
2696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-12T13:23:42.260513Z,group,85.327573605,,,Faces,cnt_5531474e117df,emotion processing fMRI task paradigm,trm_550b5b066d37b,,http://neurovault.org/collections/940/,940,,,,,,,http://neurovault.org/media/images/940/zstat1_5.nii.gz,773961,18645,statistic_map,False,True,,Z map,fMRI-BOLD,2016-04-12T13:23:45.528004Z,,szum_NEG,,,False,,77.5855861046,3.63781948309,,,http://neurovault.org/media/images/940/transform_4mm_18645.npy,,,,http://neurovault.org/media/images/940/glass_brain_18645.jpg,,http://neurovault.org/images/18645/
2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-23T18:38:27.016293Z,,99.7220799797,,,rest eyes open,cnt_54e6a3ceb7216,rest eyes open,trm_4c8a834779883,,http://neurovault.org/collections/1672/,1672,,,,,,,http://neurovault.org/media/images/1672/spmT_0001.nii.gz,1017073,24888,statistic_map,False,True,,T map,fMRI-BOLD,2016-08-23T18:38:29.849571Z,,Joseph Orr,,,False,,70.8675435866,13.3519421352,,,http://neurovault.org/media/images/1672/transform_4mm_24888.npy,,,,http://neurovault.org/media/images/1672/glass_brain_24888.jpg,,http://neurovault.org/images/24888/
2899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:38.264793Z,group,98.4861018106,,,false belief question minus false picture question,cnt_553a689b663ed,false belief task,trm_4f2456027809f,,http://neurovault.org/collections/426/,426,false belief question - false picture question,,,,FSL5.0,,http://neurovault.org/media/images/426/task001_cope008_tstat1.nii.gz,859252,2883,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:00:02.474156Z,,task001 cope008 tstat1,,,False,33.0,75.0701561771,0.0,,,http://neurovault.org/media/images/426/transform_4mm_2883.npy,,,,http://neurovault.org/media/images/426/glass_brain_2883_1.jpg,,http://neurovault.org/images/2883/
2937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:39.605839Z,group,99.9886205976,,,0-back Body,cnt_55314b2a72bee,working memory fMRI task paradigm,trm_550b50095d4a3,,http://neurovault.org/collections/457/,457,0-back Body,,,,FSL5.0,,http://neurovault.org/media/images/457/tfMRI_WM_0BK_BODY_zstat1.nii.gz,1181692,3185,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:00:26.319841Z,,tfMRI WM 0BK BODY zstat1,,,False,486.0,65.6937678714,26.2228006381,,,http://neurovault.org/media/images/457/transform_4mm_3185.npy,0.0,492.0,,http://neurovault.org/media/images/457/glass_brain_3185_1.jpg,,http://neurovault.org/images/3185/
2983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:40.526943Z,group,99.9886205976,,,0-back Tool,cnt_55314b5e393d2,working memory fMRI task paradigm,trm_550b50095d4a3,,http://neurovault.org/collections/457/,457,0-back Tool,,,,FSL5.0,,http://neurovault.org/media/images/457/tfMRI_WM_0BK_TOOL_zstat1.nii.gz,1183452,3188,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:00:41.022060Z,,tfMRI WM 0BK TOOL zstat1,,,False,486.0,65.6937678714,26.2228006381,,,http://neurovault.org/media/images/457/transform_4mm_3188.npy,0.0,492.0,,http://neurovault.org/media/images/457/glass_brain_3188_1.jpg,,http://neurovault.org/images/3188/
3303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:48.887495Z,,71.7983799499,,,percent correct,cnt_55a301cd38de4,object perception task,trm_551b0ee81fb6b,,http://neurovault.org/collections/886/,886,,,,,Rorschach S1 Card8,,http://neurovault.org/media/images/886/sr8.nii.gz,184408,13086,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:42:54.810864Z,,Luciano - S1 Card8,,,False,,56.5657796102,0.373222876621,,,http://neurovault.org/media/images/886/transform_4mm_13086.npy,,,,http://neurovault.org/media/images/886/glass_brain_13086.jpg,,http://neurovault.org/images/13086/
3330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:50.348649Z,,71.8030442016,,,percent correct,cnt_55a301cd38de4,object perception task,trm_551b0ee81fb6b,,http://neurovault.org/collections/886/,886,,,,,Rorschach S2 Card3,,http://neurovault.org/media/images/886/sr23.nii.gz,183950,13091,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:42:57.957508Z,,Luciano - S2 Card3,,,False,,56.5629685157,0.373198722927,,,http://neurovault.org/media/images/886/transform_4mm_13091.npy,,,,http://neurovault.org/media/images/886/glass_brain_13091.jpg,,http://neurovault.org/images/13091/
3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:51.709971Z,,71.8030442016,,,percent correct,cnt_55a301cd38de4,object perception task,trm_551b0ee81fb6b,,http://neurovault.org/collections/886/,886,,,,,Rorschach S2 Card4,,http://neurovault.org/media/images/886/sr24.nii.gz,183907,13092,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:43:01.425530Z,,Luciano - S2 Card4,,,False,,56.5629685157,0.373198722927,,,http://neurovault.org/media/images/886/transform_4mm_13092.npy,,,,http://neurovault.org/media/images/886/glass_brain_13092.jpg,,http://neurovault.org/images/13092/
3397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:21:52.212977Z,,71.8030442016,,,percent correct,cnt_55a301cd38de4,object perception task,trm_551b0ee81fb6b,,http://neurovault.org/collections/886/,886,,,,,Rorschach S2 Card6,,http://neurovault.org/media/images/886/sr26.nii.gz,183941,13094,statistic_map,False,True,,T map,fMRI-BOLD,2016-01-27T21:43:02.924487Z,,Luciano - S2 Card6,,,False,,56.5629685157,0.373198722927,,,http://neurovault.org/media/images/886/transform_4mm_13094.npy,,,,http://neurovault.org/media/images/886/glass_brain_13094.jpg,,http://neurovault.org/images/13094/
3541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-01-21T17:22:30.336512Z,,74.6118505606,,,proportion of correct responses,cnt_5021ae2c2ab3c,logical reasoning task,trm_4f24154867d84,,http://neurovault.org/collections/857/,857,,,,,,,http://neurovault.org/media/images/857/zstat1_8.nii.gz,201023,12493,statistic_map,False,True,,Z map,fMRI-BOLD,2016-01-27T21:40:58.428895Z,,LetterSet,,,False,330.0,80.0679012346,2.23947042428,,,http://neurovault.org/media/images/857/transform_4mm_12493.npy,5.0,,,http://neurovault.org/media/images/857/glass_brain_12493.jpg,,http://neurovault.org/images/12493/
3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-18T09:52:37.845861Z,,95.8425790978,,,Hyperactivity/Noncompliance,cnt_523c7d1fc539f,aberrant behavior checklist - community,trm_523c7a0a73cf5,,http://neurovault.org/collections/1284/,1284,,,,,,,http://neurovault.org/media/images/1284/zstat1.nii.gz,944659,18787,statistic_map,False,True,,Z map,fMRI-BOLD,2016-04-18T09:52:40.830699Z,,reason,,,False,,72.5483005753,11.6240965022,,,http://neurovault.org/media/images/1284/transform_4mm_18787.npy,,,,http://neurovault.org/media/images/1284/glass_brain_18787.jpg,,http://neurovault.org/images/18787/
3688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-28T21:31:14.824637Z,,81.2112936192,,,Mental Interaction,cnt_553147bb4e97d,social cognition (theory of mind) fMRI task paradigm,trm_550b557e5f90e,,http://neurovault.org/collections/1681/,1681,,,,,,,http://neurovault.org/media/images/1681/NKIzstat1.nii.gz,731882,24914,statistic_map,False,True,,Z map,fMRI-BOLD,2016-08-28T21:31:17.978703Z,,NKI_pCC_Positive,,,False,,78.6647670305,3.64735328023,,,http://neurovault.org/media/images/1681/transform_4mm_24914.npy,,,,http://neurovault.org/media/images/1681/glass_brain_24914.jpg,,http://neurovault.org/images/24914/
3695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-18T09:55:34.109354Z,,95.8425790978,,,Hyperactivity/Noncompliance,cnt_523c7d1fc539f,aberrant behavior checklist - community,trm_523c7a0a73cf5,,http://neurovault.org/collections/1284/,1284,,,,,,,http://neurovault.org/media/images/1284/zstat1_1.nii.gz,944653,18788,statistic_map,False,True,,Z map,fMRI-BOLD,2016-04-18T09:55:37.167217Z,,reasonNeg,,,False,,72.5483005753,11.6240965022,,,http://neurovault.org/media/images/1284/transform_4mm_18788.npy,,,,http://neurovault.org/media/images/1284/glass_brain_18788.jpg,,http://neurovault.org/images/18788/
3820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-08-29T12:15:43.133583Z,,91.1228282864,,,Mental Interaction,cnt_553147bb4e97d,social cognition (theory of mind) fMRI task paradigm,trm_550b557e5f90e,,http://neurovault.org/collections/1682/,1682,,,,,test,,http://neurovault.org/media/images/1682/con_0004_test.nii.gz,788174,24917,statistic_map,False,True,,T map,fMRI-BOLD,2016-08-29T12:15:45.941451Z,,test,,,False,,59.4958263119,1.09525951942,,,http://neurovault.org/media/images/1682/transform_4mm_24917.npy,,,,http://neurovault.org/media/images/1682/glass_brain_24917.jpg,,http://neurovault.org/images/24917/
4044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-18T19:06:47.743894Z,,0.794706623722,,,rest eyes open,cnt_54e6a3ceb7216,rest eyes open,trm_4c8a834779883,,http://neurovault.org/collections/1308/,1308,,,,,,,http://neurovault.org/media/images/1308/Cluster1.nii.gz,7797,18796,statistic_map,True,True,,Z map,fMRI-BOLD,2016-04-18T19:06:49.259897Z,,Cluster1,,,False,,99.7924096936,0.0,,,,,,,http://neurovault.org/media/images/1308/glass_brain_18796.jpg,,http://neurovault.org/images/18796/
4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-04-18T19:32:33.045735Z,,1.48788685058,,,rest eyes open,cnt_54e6a3ceb7216,rest eyes open,trm_4c8a834779883,,http://neurovault.org/collections/1308/,1308,,,,,,,http://neurovault.org/media/images/1308/Cluster2.nii.gz,8701,18797,statistic_map,True,True,,Z map,fMRI-BOLD,2016-04-18T19:32:34.457628Z,,Cluster2,,,False,,99.6095107453,0.468384074941,,,,,,,http://neurovault.org/media/images/1308/glass_brain_18797.jpg,,http://neurovault.org/images/18797/
