,contrast_text,contrast_uri,event_stamp,id,id_user
1338,Words,,2010-05-09 17:06:13,cnt_4be6eb858054b,usr_4b64af5545a03
1339,Pseudowords,,2010-05-09 17:07:19,cnt_4be6ebc7c0886,usr_4b64af5545a03
1340,Consonant letter strings,,2010-05-09 17:08:28,cnt_4be6ec0d002ee,usr_4b64af5545a03
1341,Fixation,,2010-05-09 17:09:03,cnt_4be6ec2f802fb,usr_4b64af5545a03
1342,Words - Pseudowords,,2010-05-09 17:09:32,cnt_4be6ec4cb064c,usr_4b64af5545a03
1343,Words - Consonant letter strings,,2010-05-09 17:10:06,cnt_4be6ec6e29f57,usr_4b64af5545a03
1344,Words - Fixation,,2010-05-09 17:10:20,cnt_4be6ec7c08a71,usr_4b64af5545a03
1345,standard deviation from the mean score,,2011-06-10 22:45:45,cnt_4df29e99a47ae,usr_4de5345b3b6a8
1346,time to complete task with non-dominant hand minus time to complete task with dominant hand,,2011-06-10 22:46:34,cnt_4df29eca27ab5,usr_4de5345b3b6a8
1347,total score,,2013-10-17 18:29:28,cnt_52602c88d74b0,usr_51bc76ae9636c
1348,self-report score,,2013-01-14 03:12:37,cnt_50f377a5d345e,usr_4de5345b3b6a8
1349,deviance by intensity interaction,,2015-12-13 17:57:57,cnt_566db1a5e230d,usr_51bc76ae9636c
1350,high minus low condition,,2015-12-13 17:57:41,cnt_566db1953db67,usr_51bc76ae9636c
1351,deviant minus standard,,2015-12-13 17:55:46,cnt_566db122ef282,usr_51bc76ae9636c
1352,anxiety,,2015-07-15 18:37:52,cnt_55a6a88090b03,usr_51bc76ae9636c
1353,depression,,2015-07-15 18:37:58,cnt_55a6a8865332e,usr_51bc76ae9636c
1354,minimum size visible while still minus while in motion,,2013-01-14 03:54:16,cnt_50f38168aba37,usr_4de5345b3b6a8
1355,minimum size visible while in motion,,2013-01-14 03:56:02,cnt_50f381d2aab5a,usr_4de5345b3b6a8
1356,minimum size visible while still,,2013-01-14 03:56:15,cnt_50f381df14722,usr_4de5345b3b6a8
1357,social awareness,,2013-08-12 15:30:05,cnt_5208ff7d82bce,usr_51bc76ae9636c
1358,total score,,2013-08-12 15:30:17,cnt_5208ff894a6b7,usr_51bc76ae9636c
1359,social cognition,,2013-08-12 15:31:20,cnt_5208ffc82d64b,usr_51bc76ae9636c
1360,autistic mannerisms,,2013-08-12 15:32:00,cnt_5208fff0019d6,usr_51bc76ae9636c
1361,social communication,,2013-08-12 15:32:19,cnt_520900032796f,usr_51bc76ae9636c
1362,social motivation,,2013-08-12 15:32:54,cnt_520900265b01d,usr_51bc76ae9636c
1363,converted A and B error score,,2011-06-27 20:50:21,cnt_4e08ed0d8815f,usr_4de5345b3b6a8
1364,Initiation,,2011-06-27 20:51:54,cnt_4e08ed6a4d30d,usr_4de5345b3b6a8
1365,Inhibition,,2011-06-27 20:52:36,cnt_4e08ed9422f36,usr_4de5345b3b6a8
1366,Initiation minus Inhibition,,2011-06-27 20:53:00,cnt_4e08edac14ee7,usr_4de5345b3b6a8
1367,subject&#39;s pantomime ability compared to controls,,2011-06-13 23:03:41,cnt_4df6974d8c674,usr_4de5345b3b6a8
1368,mean length of utterance (MLU) score,,2012-08-08 00:35:50,cnt_5021b4664cfbb,usr_4f177506dde77
1369,frequency of overregularization,,2012-08-08 00:39:26,cnt_5021b53e64523,usr_4f177506dde77
1370,usage of correct irregular word forms,,2012-08-08 00:40:23,cnt_5021b5773a9ae,usr_4f177506dde77
1371,comprehension of common phrases,,2012-08-08 18:48:32,cnt_5022b4801fb23,usr_4f177506dde77
1372,comprehension of single words,,2012-08-08 18:48:45,cnt_5022b48dbd8e8,usr_4f177506dde77
1373,vocabulary production,,2012-08-08 18:50:02,cnt_5022b4da18b61,usr_4f177506dde77
1374,gesture production,,2012-08-08 18:51:03,cnt_5022b5173b371,usr_4f177506dde77
1375,use of suffixes,,2012-08-08 18:51:37,cnt_5022b539a2698,usr_4f177506dde77
1376,onset of combinatorial language,,2012-08-08 18:52:34,cnt_5022b5727f9d6,usr_4f177506dde77
1377,d&#39; (difference between correct identifications and false alarms),,2011-06-13 19:23:59,cnt_4df663cf4ea8a,usr_4de5345b3b6a8
1378,accuracy of participant minus average accuracy of controls,,2011-06-13 19:24:48,cnt_4df66400663ec,usr_4de5345b3b6a8
1379,average accuracy of controls minus accuracy of participant,,2011-06-13 21:49:27,cnt_4df685e797da2,usr_4de5345b3b6a8
1380,standard deviation from the mean time,,2011-06-15 20:24:16,cnt_4df914f00dd42,usr_4de5345b3b6a8
1381,correct,,2013-01-07 17:51:57,cnt_50eb0b3d09ef0,usr_4de5345b3b6a8
1382,incorrect,,2013-01-07 17:52:04,cnt_50eb0b44d1ca2,usr_4de5345b3b6a8
1383,delay period distractor task,,2010-09-22 03:14:44,cnt_4c9974a44a920,usr_4aef384a4c085
1384,sensory modality,,2010-09-22 03:20:28,cnt_4c9975fc3078c,usr_4aef384a4c085
1385,high importance versus low importance,,2012-07-30 20:21:46,cnt_5016ecda0cb5d,usr_4f177506dde77
1386,Early Blind,,2011-06-23 19:05:12,cnt_4e038e680bd57,usr_4de5345b3b6a8
1387,Late Blind,,2011-06-23 19:05:52,cnt_4e038e90bd3e7,usr_4de5345b3b6a8
1388,areas of activation of early blind minus areas of activation of late blind,,2011-06-23 19:33:46,cnt_4e03951a4914c,usr_4de5345b3b6a8
1389,areas of activation while reading words or sentences minus reading control dots,,2011-06-23 19:34:47,cnt_4e039557ad404,usr_4de5345b3b6a8
1390,response time to incongruent vs. response time to congruent,,2012-11-28 19:32:42,cnt_50b666dabe619,usr_4de5345b3b6a8
1391,self-report vs. task report,,2012-11-28 19:34:57,cnt_50b667617b8fb,usr_4de5345b3b6a8
1392,blocks of both probabilistic classification trials and deterministic classification trials,,2011-11-11 04:46:48,cnt_4ebca8b8bb859,usr_4cf5de07654c8
1393,number or value of rewards times probability of reward,,2011-06-02 18:37:08,cnt_4de7d854ceb50,usr_4de5345b3b6a8
1394,money earned,,2011-06-02 18:40:00,cnt_4de7d90024fe4,usr_4de5345b3b6a8
1395,probability of highest reward,,2011-06-02 18:40:12,cnt_4de7d90ca34da,usr_4de5345b3b6a8
1396,Unsegmented blocks,,2010-02-22 18:52:27,cnt_4b82d26b480ea,usr_4aef33d37b963
1397,Segmented blocks,,2010-02-22 18:52:47,cnt_4b82d27f31194,usr_4aef33d37b963
1398,perception,,2015-04-27 23:01:23,cnt_553ebfc3ab40d,usr_51bc76ae9636c
1399,target 1-back minus 0-back,,2015-09-08 20:23:17,cnt_55ef43b5be6da,usr_51bc76ae9636c
1400,scrambled,,2015-04-24 16:46:13,cnt_553a7355cfc2c,usr_51bc76ae9636c
1401,face minus house,,2015-04-24 16:46:23,cnt_553a735f124cd,usr_51bc76ae9636c
1402,house minus scrambled,,2015-04-24 16:46:30,cnt_553a73665ef81,usr_51bc76ae9636c
1403,chair,,2015-04-24 16:46:38,cnt_553a736eda4fd,usr_51bc76ae9636c
1404,cat,,2015-04-24 16:46:43,cnt_553a73739fed0,usr_51bc76ae9636c
1405,scissors,,2015-04-24 16:46:49,cnt_553a737936e1f,usr_51bc76ae9636c
1406,face,,2015-04-24 16:46:55,cnt_553a737fa2d81,usr_51bc76ae9636c
1407,shoe,,2015-04-24 16:47:00,cnt_553a7384838a1,usr_51bc76ae9636c
1408,bottle,,2015-04-24 16:47:06,cnt_553a738ae5a91,usr_51bc76ae9636c
1409,face minus scrambled,,2015-04-24 16:47:14,cnt_553a739219c69,usr_51bc76ae9636c
1410,house minus face,,2015-04-24 16:47:23,cnt_553a739bdc9ed,usr_51bc76ae9636c
1411,all,,2015-04-24 16:47:28,cnt_553a73a084bdd,usr_51bc76ae9636c
1412,chair minus scrambled,,2015-04-24 16:47:35,cnt_553a73a7b6b8d,usr_51bc76ae9636c
1413,house,,2015-04-24 16:47:41,cnt_553a73ad4759c,usr_51bc76ae9636c
1414,predicted premorbid IQ,,2016-07-27 18:15:21,cnt_5798fa39c1328,usr_579611e01221d
1415,total errors,,2016-07-27 18:15:21,cnt_5798fa39c150a,usr_579611e01221d
1416,Pain versus No Pain,,2011-09-02 18:36:30,cnt_4e61222e46c9c,usr_4e4a7f57b30e6
1417,number correct,,2013-01-18 19:11:25,cnt_50f99e5dc7aff,usr_4de5345b3b6a8
1418,number of correct rejections,,2013-01-18 19:11:32,cnt_50f99e6433ec8,usr_4de5345b3b6a8
1419,false positives,,2013-01-18 19:11:36,cnt_50f99e6849d22,usr_4de5345b3b6a8
1420,probability of reward * magnitude of bet,,2011-06-01 21:57:36,cnt_4de6b5d032f89,usr_4de5345b3b6a8
1421,ratio,,2011-06-01 22:01:01,cnt_4de6b69d1e765,usr_4de5345b3b6a8
1422,decision making latency in ascending versus descending betting condition,,2012-08-07 18:23:30,cnt_50215d225f015,usr_4f177506dde77
1423,number of steps completed correctly,,2016-07-27 15:19:49,cnt_5798d115b13e3,usr_579611e01221d
1424,similarity of copy to original,,2016-07-27 15:34:08,cnt_5798d47082694,usr_579611e01221d
1425,stimulus contrast,,2012-08-15 18:31:45,cnt_502beb1124278,usr_4f177506dde77
1426,signal-to-noise ratio,,2012-08-15 18:32:17,cnt_502beb3168bac,usr_4f177506dde77
1427,eccentricity of distractor stimuli,,2012-08-15 18:50:11,cnt_502bef633e582,usr_4f177506dde77
1428,presence versus absence of spatial cues,,2012-07-23 23:17:58,cnt_500ddba625847,usr_4f177506dde77
1429,question-by-question analysis,,2013-01-16 23:29:05,cnt_50f737c173e2a,usr_4de5345b3b6a8
1430,cue onset asynchrony ,,2011-07-28 22:38:55,cnt_4e31e4ff71f3c,usr_4e31cbdaeab0d
1431,valid versus invalid,,2012-07-18 20:50:02,cnt_5007217a45778,usr_4f177506dde77
1432,short form,,2011-06-01 00:12:44,cnt_4de583fcb0789,usr_4de5345b3b6a8
1433,long form,,2011-06-01 00:14:17,cnt_4de584598a9c7,usr_4de5345b3b6a8
1434,minimum visible size,,2013-01-14 03:35:26,cnt_50f37cfea325a,usr_4de5345b3b6a8
1435,Word,,2011-06-15 18:33:05,cnt_4df8fae1e604a,usr_4de5345b3b6a8
1436,Morphologically Decomposable Pseudowords,,2011-06-15 18:34:57,cnt_4df8fb518c099,usr_4de5345b3b6a8
1437,Morphologically Non-decomposable Pseudowords,,2011-06-15 18:36:14,cnt_4df8fb9e0224f,usr_4de5345b3b6a8
1438,Response time to morphologically non-decomposable pseudowords minus response time to morphologically decomposable psuedowords,,2011-06-15 18:38:02,cnt_4df8fc0a76f53,usr_4de5345b3b6a8
1439,response time to pseudowords minus response time to words,,2011-06-15 18:38:22,cnt_4df8fc1e54759,usr_4de5345b3b6a8
1440,substitution speed minus copy speed,,2011-06-17 22:34:00,cnt_4dfbd65810a40,usr_4de5345b3b6a8
1441,time to complete,,2013-01-07 22:36:52,cnt_50eb4e0450867,usr_4de5345b3b6a8
1442,accuracy of participant minus average accuracy of controls,,2011-06-16 18:58:05,cnt_4dfa523d45d5b,usr_4de5345b3b6a8
1443,generalized labeled magnitude scale (gLMS),,2013-01-14 03:28:18,cnt_50f37b522549b,usr_4de5345b3b6a8
1444,word minus baseline,,2011-03-31 15:23:59,cnt_4d949c8f3101c,usr_49a467bf4e0db
1445,pseudoword minus baseline,,2011-03-31 15:24:11,cnt_4d949c9b01604,usr_49a467bf4e0db
1446,pseudoword minus word,,2011-06-16 17:00:52,cnt_4dfa36c40f3a1,usr_4de5345b3b6a8
1447,word minus pseudoword,,2015-04-24 16:38:45,cnt_553a719509b22,usr_51bc76ae9636c
1448,all,,2015-04-24 16:38:57,cnt_553a71a13dfc5,usr_51bc76ae9636c
1449,standard deviation from the mean accuracy score,,2011-06-27 22:06:51,cnt_4e08fefbf0382,usr_4de5345b3b6a8
1450,attention scale,,2013-10-01 23:13:06,cnt_524b5702780ad,usr_51bc76ae9636c
1451,persistence,,2013-10-01 23:13:06,cnt_524b570288099,usr_51bc76ae9636c
1452,interest involvement,,2013-10-01 23:13:06,cnt_524b570288b15,usr_51bc76ae9636c
1453,initiation of activities,,2013-10-01 23:14:39,cnt_524b575f2b696,usr_51bc76ae9636c
1454,joint attention,,2013-10-01 23:14:58,cnt_524b5772e43a8,usr_51bc76ae9636c
1455,affect,,2013-10-01 23:15:23,cnt_524b578b851f8,usr_51bc76ae9636c
1456,number correct,,2013-01-18 23:30:22,cnt_50f9db0e69e86,usr_4de5345b3b6a8
1457,number of correct rejections,,2013-01-18 23:30:38,cnt_50f9db1e70ebe,usr_4de5345b3b6a8
1458,false positives,,2013-01-18 23:30:45,cnt_50f9db2500981,usr_4de5345b3b6a8
1459,degree of head tilt (HT),,2012-08-14 23:24:42,cnt_502ade3a6b4d4,usr_4f177506dde77
1460,degree of body tilt (BT),,2012-08-14 23:24:54,cnt_502ade46b2038,usr_4f177506dde77
1461,degree of trunk tilt (TT),,2012-08-14 23:25:06,cnt_502ade521b4bd,usr_4f177506dde77
1462,HT - BT,,2012-08-14 23:25:22,cnt_502ade6246b25,usr_4f177506dde77
1463,HT - TT,,2012-08-14 23:25:41,cnt_502ade7522e56,usr_4f177506dde77
1464,experimental minus control,,2012-07-24 17:09:36,cnt_500ed6d06dd2e,usr_4f177506dde77
1465,deterministic classification trials,,2011-11-11 04:40:13,cnt_4ebca72d737c1,usr_4cf5de07654c8
1466,feedback,,2015-04-24 01:34:58,cnt_55399dc274d97,usr_51bc76ae9636c
